PROD,"('2012-08-30', 'AVGPRICE')","('2012-10-10', 'AVGPRICE')","('2012-11-01', 'AVGPRICE')","('2012-11-30', 'AVGPRICE')","('2013-01-01', 'AVGPRICE')","('2013-02-01', 'AVGPRICE')","('2013-03-01', 'AVGPRICE')","('2013-04-01', 'AVGPRICE')","('2013-05-01', 'AVGPRICE')","('2013-06-01', 'AVGPRICE')","('2013-07-01', 'AVGPRICE')","('2013-08-01', 'AVGPRICE')"
P378144,,,,,,,12.0,12.0,12.0,12.0,12.0,12.0
P378162,,,,,,,16.0,16.0,16.0,16.0,16.0,16.0
P378163,,,,,,,15.0,15.0,15.0,15.0,15.0,15.0
P378168,,,,,,,15.0,15.0,15.0,15.0,15.0,15.0
P378187,,,,,,,12.0,12.0,,,,
P378207,,,,,,,10.0,10.0,10.0,10.0,10.0,
P378208,,,,,,,18.0,18.0,18.0,18.0,18.0,18.0
P378209,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0
P378220,,,,,,,8.0,8.0,8.0,8.0,8.0,8.0
P378221,,,,,,,8.0,8.0,8.0,8.0,8.0,8.0
P378224,,,,,,,,6.0,6.0,6.0,6.0,6.0
P378226,,,,,,,,,14.0,14.0,14.0,14.0
P378258,,,,,,,,,10.0,10.0,10.0,10.0
P378259,,,,,,,,,12.0,12.0,12.0,12.0
P378278,,,,,,,9.5,9.5,9.5,9.5,9.5,9.5
P378293,,,,,,,,18.0,18.0,18.0,18.0,18.0
P378295,,,,,,,19.0,19.0,19.0,19.0,19.0,19.0
P378296,,,,,,,19.0,19.0,19.0,19.0,19.0,19.0
P378316,,,,,,,19.0,19.0,19.0,19.0,19.0,19.0
P378317,,,,,,,12.0,12.0,12.0,12.0,12.0,12.0
P378318,,,,,,,17.0,17.0,17.0,17.0,17.0,17.0
P378321,,,,,,,13.5,13.5,13.5,13.5,13.5,13.5
P378322,,,,,,,19.0,19.0,19.0,19.0,19.0,19.0
P378323,,,,,,,13.5,13.5,13.5,13.5,13.5,13.5
P378325,,,,,,,14.5,14.5,14.5,14.5,14.5,14.5
P378326,,,,,,,,13.5,,,,
P378327,,,,,,,13.5,13.5,13.5,13.5,13.5,13.5
P378332,,,,,,,13.5,13.5,13.5,13.5,13.5,13.5
P378342,,,,,,,,,15.0,15.0,15.0,15.0
P378349,,,,,,,,10.0,10.0,10.0,,
P378352,,,,,,,,18.0,18.0,18.0,18.0,18.0
P378355,,,,,,,,,,15.0,15.0,15.0
P378362,,,,,,,,14.0,14.0,14.0,14.0,14.0
P378372,,,,,,,,18.0,18.0,18.0,18.0,18.0
P378377,,,,,,,,12.0,12.0,12.0,12.0,12.0
P378379,,,,,,,,16.0,16.0,16.0,16.0,16.0
P378388,,,,,,,,9.5,9.5,9.5,9.5,9.5
P378389,,,,,,,,16.5,16.5,16.5,16.5,16.5
P378390,,,,,,,,10.0,10.0,10.0,10.0,10.0
P378391,,,,,,,,10.0,10.0,10.0,10.0,10.0
P378603,,,,,,,,13.0,13.0,13.0,13.0,13.0
P378615,,,,,,,,10.0,10.0,10.0,10.0,10.0
P378654,,,,,,,,12.0,12.0,12.0,12.0,12.0
P378681,,,,,,,19.0,19.0,19.0,19.0,19.0,
P378686,,,,,,,,8.0,8.0,8.0,8.0,8.0
P378692,,,,,,,,16.5,16.5,16.5,16.5,16.5
P378703,,,,,,,,19.0,19.0,,,
P378719,,,,,,,,16.0,16.0,16.0,16.0,16.0
P378726,,,,,,,,,18.0,18.0,18.0,18.0
P378833,,,,,,,,5.0,5.0,5.0,5.0,5.0
P378899,,,,,,,,19.0,19.0,19.0,19.0,19.0
P378901,,,,,,,,,,15.0,15.0,15.0
P378902,,,,,,,,,,16.0,16.0,16.0
P378906,,,,,,,,,19.0,19.0,19.0,19.0
P378914,,,,,,,,,,16.0,16.0,12.5
P378916,,,,,,,,,,16.0,16.0,12.5
P378917,,,,,,,,,,15.0,15.0,15.0
P378926,,,,,,,,18.0,18.0,18.0,18.0,18.0
P379001,,,,,,,,,,17.0,17.0,17.0
P379002,,,,,,,,,17.0,17.0,17.0,17.0
P379003,,,,,,,,,12.0,12.0,12.0,12.0
P379014,,,,,,,,18.0,18.0,18.0,18.0,18.0
P379024,,,,,,,,,13.0,13.0,13.0,16.0
P379038,,,,,,,,,10.0,10.0,10.0,10.0
P379051,,,,,,,,,,17.0,17.0,17.0
P379069,,,,,,,,,16.5,,,
P379071,,,,,,,,,15.0,15.0,15.0,15.0
P379072,,,,,,,,,19.0,19.0,19.0,19.0
P379077,,,,,,,,,5.0,5.0,5.0,5.0
P379109,,,,,,,,,18.5,18.5,18.5,18.5
P379110,,,,,,,,,16.5,,,
P379114,,,,,,,,,12.0,,,
P379202,,,,,,,,,10.0,,10.0,10.0
P379206,,,,,,,,,,,,16.0
P379210,,,,,,,,,,,,14.0
P379300,,,,,,,,,16.5,,16.5,16.5
P379303,,,,,,,,,,10.0,,10.0
P379320,,,,,,,,,,,,15.0
P379323,,,,,,,,,,,,11.0
P379324,,,,,,,,,,,,9.0
P379325,,,,,,,,,,,,14.0
P379328,,,,,,,,,,,,14.0
P379412,,,,,,,,,,12.0,12.0,12.0
P379446,,,,,,,,,,11.0,11.0,11.0
P379447,,,,,,,,,,,11.0,11.0
P379449,,,,,,,,,,15.95,15.95,15.95
P379475,,,,,,,,,10.0,10.0,10.0,10.0
P379480,,,,,,,,,,6.5,6.5,6.5
P379512,,,,,,,,,,12.0,12.0,12.0
P379513,,,,,,,,,,10.0,10.0,10.0
P379514,,,,,,,,,,18.0,18.0,18.0
P379515,,,,,,,,,,18.0,18.0,18.0
P379517,,,,,,,,,,,,14.0
P379527,,,,,,,,,,,,18.0
P379531,,,,,,,,,,,,15.0
P379532,,,,,,,,,,,,14.0
P379533,,,,,,,,,,,,16.0
P379534,,,,,,,,,,,,14.0
P379537,,,,,,,,,,,,13.0
P379538,,,,,,,,,,,,15.0
P379539,,,,,,,,,,,,10.0
P379541,,,,,,,,,,,,16.0
P379542,,,,,,,,,,,,12.0
P379543,,,,,,,,,,,,16.0
P379547,,,,,,,,,,,,10.0
P379549,,,,,,,,,,,,8.5
P379550,,,,,,,,,,,,6.0
P379551,,,,,,,,,,,,8.0
P379552,,,,,,,,,,,,8.0
P379553,,,,,,,,,,,,10.0
P379555,,,,,,,,,,,,16.0
P379556,,,,,,,,,,,,6.0
P379558,,,,,,,,,,,,16.0
P379565,,,,,,,,,,,,18.0
P379566,,,,,,,,,,,,18.0
P379567,,,,,,,,,,,,15.0
P379568,,,,,,,,,,,,18.0
P379569,,,,,,,,,,,,12.0
P379570,,,,,,,,,,,,10.0
P379810,,,,,,,,,,,,18.0
P379819,,,,,,,,,,18.0,18.0,18.0
P379826,,,,,,,,,,18.0,18.0,18.0
P379827,,,,,,,,,,18.0,18.0,18.0
P379828,,,,,,,,,,,,12.0
P379913,,,,,,,,,,,12.0,12.0
P379918,,,,,,,,,,10.0,10.0,16.0
P379919,,,,,,,,,,,12.0,12.0
P379938,,,,,,,,,,,,12.0
P379940,,,,,,,,,,,,8.5
P379957,,,,,,,,,,,15.0,15.0
P379963,,,,,,,,,,15.0,15.0,15.0
P380045,,,,,,,,,,,,19.0
P380049,,,,,,,,,,,,15.0
P380529,,,,,,,,,,,12.0,12.0
P380541,,,,,,,,,,,15.0,
P380547,,,,,,,,,,,18.0,18.0
P380564,,,,,,,,,,,18.0,18.0
P380584,,,,,,,,,,,18.0,18.0
P380596,,,,,,,,,,,18.0,18.0
P380599,,,,,,,,,,,18.0,18.0
P380611,,,,,,,,,,,12.0,12.0
P380612,,,,,,,,,,,12.0,12.0
P380613,,,,,,,,,,,12.0,12.0
P380614,,,,,,,,,,,12.0,12.0
P380652,,,,,,,,,,,18.0,18.0
P380658,,,,,,,,,,,18.0,18.0
P380661,,,,,,,,,,,18.0,18.0
P380662,,,,,,,,,,,13.5,13.5
P380666,,,,,,,,,,,15.0,15.0
P380669,,,,,,,,,,,15.0,15.0
P380674,,,,,,,,,,,15.0,15.0
P380677,,,,,,,,,,,15.0,15.0
P380685,,,,,,,,,,,18.0,18.0
P380687,,,,,,,,,,,15.0,15.0
P380692,,,,,,,,,,,11.0,11.0
P380806,,,,,,,,,,,18.0,18.0
P380816,,,,,,,,,,,18.0,18.0
P380818,,,,,,,,,,,17.0,17.0
P380820,,,,,,,,,,,16.0,16.0
P380955,,,,,,,,,,,15.0,15.0
P380957,,,,,,,,,,,18.0,18.0
P380958,,,,,,,,,,,18.0,18.0
P380987,,,,,,,,,,,18.0,18.0
P380989,,,,,,,,,,,18.0,18.0
P380993,,,,,,,,,,,10.0,10.0
P381002,,,,,,,,,,,19.0,19.0
P381011,,,,,,,,,,,15.0,15.0
P381100,,,,,,,,,,,,15.0
P381116,,,,,,,,,,,,16.0
P381117,,,,,,,,,,,,16.0
P381120,,,,,,,,,,,,18.0
P381124,,,,,,,,,,,,16.0
P381143,,,,,,,,,,,,12.0
P381148,,,,,,,,,,,5.0,5.0
P381149,,,,,,,,,,,10.0,10.0
P381150,,,,,,,,,,,5.0,
P381153,,,,,,,,,,,,18.0
P381200,,,,,,,,,,,,15.0
P381201,,,,,,,,,,,,13.0
P381202,,,,,,,,,,,,15.0
P381307,,,,,,,,,,,,15.0
P381443,,,,,,,,,,,,10.0
P381505,,,,,,,,,,,,16.0
P381704,,,,,,,,,,,,5.0
P381724,,,,,,,,,,,19.0,19.0
P381732,,,,,,,,,,,,15.0
P381746,,,,,,,,,,,,19.0
P381761,,,,,,,,,,,,18.0
P381823,,,,,,,,,,,,19.95
P381916,,,,,,,,,,,,15.0
P381917,,,,,,,,,,,,19.5
P382006,,,,,,,,,,,,17.0
P382012,,,,,,,,,,,,10.0
P38332,16.5,16.5,16.5,16.5,16.5,,,,,,,
P38469,,,,,,,,,,16.0,,
P39955,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
P39972,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
P4001,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P40026,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P40507,,10.0,,,10.0,,,,,10.0,,
P41528,,12.0,12.0,,12.0,,,,,12.0,,
P4174,19.0,19.0,19.0,19.0,19.0,19.0,19.0,,,,,
P4176,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,,,
P4183,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,,,
P42069,16.0,16.0,16.0,16.0,16.0,16.5,16.5,16.5,16.5,16.5,16.5,16.5
P42072,16.0,16.0,16.0,16.0,16.0,16.5,16.5,16.5,16.5,16.5,16.5,16.5
P42204,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
P42205,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
P42325,15.0,15.0,15.0,15.0,,,,,,,,
P44800,,,,,3.0,,,,,,,
P46505,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
P46507,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
P47072,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
P48007,16.0,16.0,16.0,16.0,16.0,,,,,,,
P49014,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5
P51803,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
P59457,,,,,,,,,,,15.0,15.0
P6034,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
P61005,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P61006,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P61009,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P61011,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
P61013,14.0,,,,,,,,,,,
P61034,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P61035,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
P61036,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
P61043,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
P61210,,,,,,,,,,,,15.0
P61217,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0
P62605,11.0,11.0,11.0,11.0,11.0,11.25,16.5,16.5,16.5,16.5,16.5,16.5
P62607,16.0,16.0,16.0,16.0,16.0,16.5,16.5,16.5,16.5,16.5,16.5,16.5
P62715,,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P6866,13.0,13.0,13.0,13.0,13.0,13.5,13.5,13.5,13.5,13.5,13.5,13.5
P6869,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,,18.0
P69304,15.0,15.0,15.0,,,,,,,,,
P69512,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
P69517,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P69520,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
P72303,10.0,10.0,,,,,,,,10.0,,
P7272,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5
P7273,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5
P7276,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
P7279,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
P7280,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5
P7281,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5
P73820,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,12.0,12.0,,
P74312,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P74518,18.0,18.0,18.0,18.0,18.0,,,,,,,
P7624,,,,,,,19.0,19.0,19.0,19.0,19.0,19.0
P7810,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
P78212,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
P7823,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5
P78300,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
P78301,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
P8001,18.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P80907,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
P8431,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P84818,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
P9022,13.25,13.25,13.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25
P9023,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5
P9026,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,
P9027,12.0,12.0,12.0,12.0,12.0,,,,,,,
P9031,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
P9033,11.0,11.0,11.0,11.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,
P9034,16.0,16.0,16.0,16.0,16.0,,,,,,,
P9037,10.5,10.5,10.5,10.5,10.5,,,,,,,
P9038,15.5,15.5,15.5,14.5,,,,,14.5,14.5,,14.5
P9047,19.0,19.0,19.0,19.0,19.0,,,,,,,
P90604,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
P91103,16.0,16.0,16.0,16.0,16.0,16.5,16.5,16.5,16.5,16.5,16.5,16.5
P92921,12.0,12.0,,,,,,,,,,
P93608,,16.0,,,16.0,,,16.0,,16.0,,
P9513,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5
P96809,18.5,18.5,18.5,18.5,,,,,,,,
P96811,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
P9758,6.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,,
P99703,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
P99801,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P99802,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
P99809,,,,,,,,,,19.5,,
